 contours_points,amount_contours,contour_length_area_ratio,contour_length_rect_area_ratio,contour_length_hull_area_ratio,contour_rect_length_ratio,contour_hull_length_ratio,extent,solidity,aspect_ratio,hull_rectangle_ratio,corners,harris_corners,type 
 2148,4,0.077061903,0.037658117,0.046143043,2.40070493,2.732703163,0.488673587,0.598778925,1,0.816116878,100,790,1 
 791,2,0.028441014,0.019577489,0.02561885,0.980622464,1.065480317,0.68835413,0.900771312,1.545454545,0.764183007,48,661,1 
 547,2,0.058344371,0.04284606,0.047156515,1.040293215,1.118750296,0.734364934,0.808244477,0.223522474,0.908592579,32,304,1 
 512,2,0.040503072,0.034433884,0.039803617,0.982599418,1.093475367,0.850154867,0.982730816,2.941536305,0.865094341,51,446,1 
 648,2,0.037173803,0.031490142,0.036575234,1.011501271,1.121352749,0.847105731,0.983898078,3.489932747,0.860968987,91,534,1 
 607,2,0.035388076,0.030218347,0.034881277,0.979762768,1.089186916,0.853913245,0.985678828,3.219428695,0.866319962,85,243,1 
 739,2,0.025549703,0.024656015,0.025358017,0.994503344,1.003783741,0.965021602,0.992497522,2.161016949,0.972316384,31,418,1 
 727,2,0.026954881,0.025222332,0.026479828,0.993513825,1.008212247,0.935724114,0.982375991,2.236842105,0.95251118,35,294,1 
 753,4,0.024825297,0.023766474,0.024440061,0.99678467,1.005920552,0.95734902,0.984482119,2.04,0.972439216,28,217,1 
 779,2,0.02293154,0.021971562,0.022808182,0.992892122,1.006587559,0.958137255,0.994620607,1.821428571,0.963319328,100,23,1 
 920,4,0.031840473,0.027194441,0.029259388,1.22323196,1.286231623,0.854084082,0.918936968,0.545097985,0.929426186,53,176,1 
 712,5,0.028252658,0.024490413,0.027991747,0.976315911,1.014873759,0.8668357,0.99076507,2.198275862,0.874915483,64,267,1 
 1534,4,0.063278179,0.044437756,0.047177576,2.044805006,2.116042168,0.702260349,0.745558366,1.770833333,0.941925381,81,275,1 
 622,2,0.042995169,0.035956859,0.041079507,1.135260275,1.243315443,0.836299984,0.955444731,0.34709586,0.875299174,41,155,1 
 582,2,0.032604349,0.030380514,0.032252397,0.95195456,1.022269973,0.931793302,0.989205365,2.686046633,0.941961431,79,352,1 
 1504,4,0.056708999,0.023792052,0.023874295,1.516743341,1.527666308,0.419546328,0.42099659,1,0.996555171,100,1043,1 
 1478,3,0.034397102,0.024131134,0.024341702,1.538359783,1.559016305,0.701545559,0.707667248,1,0.991349481,78,251,1 
 889,3,0.030738349,0.025729467,0.02832322,1.173380346,1.234285492,0.837047777,0.92142944,0.556862745,0.908423088,45,513,1 
 1657,6,0.031901766,0.025960262,0.025960262,1.654966682,1.654966682,0.813756248,0.813756248,1,1,38,355,1 
 1557,1,0.028152442,0.024600753,0.024600753,1.568298034,1.568298034,0.87384083,0.87384083,1,1,29,208,1 
 786,3,0.023099395,0.020196002,0.022749132,0.977368575,1.018775809,0.874308698,0.984836686,0.611764706,0.887770236,28,168,1 
 740,2,0.025991461,0.024785609,0.02539063,0.999730549,1.007733926,0.953605849,0.976883532,0.462745098,0.976171486,29,173,1 
 818,4,0.031659811,0.028075977,0.030155936,1.138991324,1.172475905,0.88680178,0.952498938,0.466666667,0.931026528,47,393,1 
 1677,1,0.038970252,0.027478148,0.027478148,1.751731949,1.751731949,0.705105729,0.705105729,1,1,72,356,1 
 628,2,0.053279565,0.049257504,0.052013133,1.063832221,1.107534249,0.924510246,0.976230444,0.159509874,0.947020504,44,672,1 
 2088,1,0.038941639,0.032543891,0.032543891,2.074673059,2.074673059,0.835709343,0.835709343,1,1,48,351,1 
 1588,1,0.032793261,0.025122084,0.025122084,1.601532833,1.601532833,0.766074587,0.766074587,1,1,47,259,1 
 1523,1,0.031972972,0.024625703,0.024625703,1.569888587,1.569888587,0.770203768,0.770203768,1,1,50,368,1 
 1498,1,0.030656496,0.024132945,0.024132945,1.538475224,1.538475224,0.787204921,0.787204921,1,1,52,330,1 
 1735,1,0.034112042,0.027694892,0.028247897,1.765549184,1.815335491,0.81188024,0.828091668,1,0.980423149,36,372,1 
 769,2,0.032181334,0.025477672,0.026114796,1.051207252,1.059538502,0.791690968,0.811488913,2.090163946,0.975602939,79,355,1 
 502,2,0.058922053,0.050707056,0.057330495,1.018365198,1.115314151,0.860578565,0.972988757,0.200018701,0.884469176,49,519,1 
 1501,3,0.024500684,0.023293642,0.023293642,1.484969654,1.484969654,0.950734333,0.950734333,1,1,75,518,1 
 1526,3,0.025946116,0.024576288,0.024576288,1.566738388,1.566738388,0.947204921,0.947204921,1,1,67,408,1 
 441,4,0.072950932,0.061845982,0.070836767,1.004975564,1.08651824,0.847775077,0.971019365,5.894118167,0.873077414,64,312,1 
 1571,2,0.031561564,0.026408578,0.026586634,1.683546651,1.70111279,0.836732226,0.84237376,1,0.993302814,78,396,1 
 1611,2,0.031523456,0.026628776,0.026628776,1.697584451,1.697584451,0.84472895,0.84472895,1,1,51,434,1 
 554,3,0.039729189,0.037584694,0.038038754,1.053407762,1.087976563,0.946022168,0.957451045,2.443037975,0.988063226,45,395,1 
 977,4,0.016402368,0.015375344,0.016077668,0.980178181,1.022351058,0.937385621,0.98020407,1,0.956316801,80,376,1 
 2113,1,0.048486371,0.035724818,0.035724818,2.277457121,2.277457121,0.73680123,0.73680123,1,1,75,622,1 
 1419,8,0.025951676,0.023625105,0.023913426,1.506100423,1.540036334,0.910349865,0.921459815,1,0.987943099,88,362,1 
 1495,3,0.024368549,0.023201369,0.023201369,1.479087301,1.479087301,0.952103037,0.952103037,1,1,65,425,1 
 2005,2,0.03894477,0.032560582,0.032560582,2.075737126,2.075737126,0.836070742,0.836070742,1,1,66,487,1 
 892,4,0.019820774,0.01460961,0.019008922,0.931362642,1.028468546,0.737085736,0.959040339,1,0.768565936,76,431,1 
 1390,3,0.023871009,0.022179022,0.022179022,1.413912653,1.413912653,0.929119569,0.929119569,1,1,76,279,1 
 1420,4,0.024265969,0.022462021,0.022462021,1.43195385,1.43195385,0.925659362,0.925659362,1,1,82,278,1 
 1653,2,0.03286111,0.027567704,0.027567704,1.75744114,1.75744114,0.838915802,0.838915802,1,1,78,215,1 
 489,2,0.066549889,0.047511447,0.05271794,1.033962487,1.1137074,0.713922257,0.792156691,0.223459583,0.901238687,32,359,1 
 1379,3,0.024242991,0.022844335,0.022844335,1.456326352,1.456326352,0.942306805,0.942306805,1,1,42,172,1 
 464,2,0.054995821,0.051258758,0.05383933,1.044851715,1.106609766,0.932048226,0.978971299,0.224877806,0.952069001,36,394,1 
 1484,3,0.02604094,0.024465469,0.024465469,1.55967362,1.55967362,0.939500192,0.939500192,1,1,49,217,1 
 955,4,0.016684489,0.015100713,0.016341703,0.962670471,1.016655846,0.905074971,0.979454791,1,0.924059977,50,269,1 
 2162,1,0.058441699,0.034038639,0.034053302,2.169963214,2.175684514,0.582437524,0.582688432,1,0.999569396,100,889,1 
 619,8,0.056716726,0.043584278,0.046847659,1.015220311,1.02977591,0.768455452,0.825993714,4.473684211,0.930340557,100,942,1 
 1017,3,0.059384369,0.039493488,0.041895733,1.448738077,1.472832711,0.665048544,0.70550103,2.475728155,0.942661336,90,602,1 
 1893,2,0.037164434,0.030150201,0.030150201,1.922075301,1.922075301,0.811264898,0.811264898,1,1,45,321,1 
 1998,2,0.038631912,0.031159808,0.031159808,1.986437765,1.986437765,0.806582084,0.806582084,1,1,99,1005,1 
 1630,2,0.057297608,0.03804598,0.040255631,1.947177169,1.994160286,0.664006421,0.702570884,1.49122807,0.945109506,76,768,1 
 505,2,0.054116582,0.047486201,0.052838182,0.995410883,1.07791875,0.877479672,0.976376931,0.19528313,0.89870996,38,466,1 
 430,4,0.045692686,0.0406652,0.044969331,0.957324943,1.041711942,0.889971754,0.984169125,0.369921949,0.904287415,74,228,1 
 806,5,0.040209791,0.030482783,0.03559547,1.249884003,1.412056592,0.758093525,0.885243836,1.438848921,0.856366906,98,411,1 
 2313,81,0.054552289,0.04189641,0.04189641,2.670896121,2.670896121,0.768004614,0.768004614,1,1,36,222,1 
 791,8,0.109589619,0.068989869,0.079079166,1.543635234,1.691431494,0.629529238,0.721593588,0.262629126,0.872415232,100,892,1 
 802,3,0.03123814,0.015216591,0.027616405,0.91221876,1.0653885,0.487115776,0.884060485,0.943319838,0.550998245,72,418,1 
 1063,12,0.089899353,0.067651164,0.071887706,2.095198793,2.230768736,0.752521136,0.799646534,2.54322161,0.941067214,66,413,1 
 1090,2,0.061386673,0.022393499,0.034618886,1.311115061,1.575070156,0.364794144,0.563947917,1.019752892,0.646857861,37,205,1 
 1294,137,0.062249006,0.027959246,0.041024232,1.535730224,1.729095369,0.449151681,0.659034331,1.321243523,0.681530021,100,398,1 
 1726,9,0.037821487,0.028187114,0.028187114,1.796928522,1.796928522,0.745267205,0.745267205,1,1,80,485,1 
 979,5,0.064319585,0.045140322,0.054310748,1.599476739,1.817882687,0.701813019,0.844388962,0.481651376,0.831148973,26,365,1 
 781,4,0.033768954,0.017167795,0.033190444,0.937668031,1.096295854,0.508389894,0.982868599,0.977375566,0.517251131,45,741,1 
 405,2,0.097918872,0.087421992,0.094045033,1.027093891,1.086008431,0.892800235,0.960438282,7.920629345,0.929575853,27,152,1 
 1550,1,0.03498157,0.025480463,0.025480463,1.624379503,1.624379503,0.72839677,0.72839677,1,1,54,334,1 
 1467,14,0.027293855,0.02412122,0.02412122,1.537727762,1.537727762,0.883760092,0.883760092,1,1,92,1059,1 
 580,2,0.057961561,0.050825527,0.056372594,1.059024994,1.114347485,0.876883345,0.972585843,5.855072618,0.901599948,51,323,1 
 637,2,0.044085737,0.030627558,0.037758546,1.013423544,1.158860896,0.694727142,0.856479856,0.302259962,0.81114242,84,737,1 
 513,13,0.078699763,0.057383369,0.067019489,0.966865526,1.038842679,0.729142846,0.851584386,6.096184092,0.856219134,66,559,1 
 755,5,0.022735341,0.022102398,0.0225513,1.021725642,1.064530872,0.972160388,0.991905074,1.36875,0.980094178,99,960,1 
 459,2,0.117783136,0.068026367,0.092347278,1.017622487,1.082370338,0.577556089,0.784044997,7.437499817,0.736636406,19,253,1 
 534,5,0.052194464,0.041095438,0.047306334,0.947217787,1.035305624,0.787352419,0.906347731,0.239871522,0.868708988,61,757,1 
 569,2,0.031934007,0.030351625,0.030995109,1.054194653,1.100275131,0.950448363,0.970598798,0.528930844,0.979239172,43,479,1 
 442,2,0.082686286,0.069842991,0.078231055,1.01618576,1.08866122,0.844674424,0.946118862,0.155648667,0.892778336,37,479,1 
 569,2,0.031934007,0.030351625,0.030995109,1.054194653,1.100275131,0.950448363,0.970598798,0.528930844,0.979239172,43,479,1 
 1747,2,0.071801971,0.033890172,0.055516523,2.049132284,2.388029645,0.471995004,0.773189398,0.901960773,0.610451987,64,348,1 
 1714,1,0.051027135,0.027824208,0.027824208,1.773793249,1.773793249,0.545282584,0.545282584,1,1,65,393,1 
 990,11,0.036880355,0.026542701,0.031972691,1.269072903,1.354054066,0.719697552,0.866930131,0.6,0.830167884,44,178,1 
 709,2,0.037567136,0.035051858,0.036219757,1.238565601,1.300618116,0.933045789,0.964134105,1.701196312,0.967755195,42,419,1 
 456,2,0.035833959,0.03453307,0.035286005,1.057604124,1.10352985,0.96369676,0.984708526,0.551983291,0.978661944,49,477,1 
 533,8,0.099936203,0.072099239,0.080205279,1.534499983,1.694740789,0.721452657,0.802564806,1.968337205,0.898933833,100,790,1 
 526,2,0.032711261,0.031531922,0.032207783,1.075265089,1.122368529,0.963946986,0.98460842,0.551059539,0.979015582,49,481,1 
 1492,3,0.041911377,0.023594768,0.023594768,1.504166452,1.504166452,0.562968089,0.562968089,1,1,100,641,1 
 599,5,0.051277952,0.039093786,0.044615477,1.026794354,1.106399167,0.762389765,0.870071359,4.622744415,0.876238204,56,597,1 
 505,2,0.054116582,0.047486201,0.052838182,0.995410883,1.07791875,0.877479672,0.976376931,0.19528313,0.89870996,38,466,1 
 494,4,0.133091414,0.072757204,0.099248465,0.965574927,1.030493771,0.546670911,0.745716511,0.127929631,0.73308141,50,29,1 
 1181,9,0.115502183,0.062765209,0.070907376,1.968875654,2.1438698,0.54341145,0.613905069,0.386002589,0.885171791,100,581,1 
 534,5,0.052092446,0.041077697,0.047276364,0.947138649,1.034828616,0.788553811,0.907547409,0.239975119,0.868884428,68,740,1 
 545,2,0.045165574,0.040918954,0.044314665,1.01928009,1.089598215,0.905976614,0.981160237,0.230012311,0.923372737,78,648,1 
 600,2,0.049013778,0.041424729,0.047939243,1.032056358,1.122352652,0.845164994,0.978076884,0.215462472,0.864108955,74,465,1 
 522,2,0.082333447,0.063358199,0.07901625,0.968163779,1.014153017,0.769531713,0.959710209,6.885714286,0.801837582,37,443,1 
 829,2,0.036189333,0.01966016,0.030540381,1.030455741,1.166418116,0.543258427,0.843905611,0.698039216,0.643743115,39,279,1 
 1801,19,0.102976273,0.042907605,0.056699552,2.141015802,2.567455874,0.416674675,0.550607929,2.137261176,0.756753859,100,247,1 
 421,45,0.122586126,0.097096967,0.104029963,1.025562375,1.065100507,0.792071425,0.848627541,0.120012764,0.933355785,100,791,1 
 1149,3,0.037338849,0.033662591,0.035149644,1.564247901,1.676947092,0.901543352,0.941369233,0.603238866,0.957693666,100,351,1 
 568,2,0.054456441,0.051412452,0.052096802,1.108302349,1.137883139,0.944102315,0.956669237,4.8648244,0.98686388,64,564,1 
 1789,41,0.056807795,0.036934068,0.041782642,2.058279335,2.182040989,0.650158447,0.735508951,0.776470588,0.883957219,87,483,1 
 592,2,0.066244788,0.060278764,0.063683089,1.067711581,1.10328675,0.90993972,0.961329803,0.132169406,0.946542712,52,424,1 
 591,3,0.040201536,0.029209382,0.034497763,0.990439227,1.100093603,0.726573773,0.858120523,2.40625,0.846703644,25,144,1 
 430,2,0.065299881,0.045671083,0.051281184,1.003650774,1.114502003,0.699405298,0.785318194,0.313518203,0.890601165,30,442,1 
 1840,99,0.172062956,0.079121731,0.09042835,2.886983992,3.275388084,0.459841752,0.52555386,2.181754066,0.874965987,100,867,1 
 984,5,0.016281956,0.01628196,0.016281956,1.000000124,1,1.000000248,1,0.929411756,1.000000248,50,455,1 
 460,2,0.073216235,0.06452518,0.070949915,0.969408571,1.028006496,0.881296067,0.969046209,6.058112715,0.909446897,39,331,1 
 291,10,0.126788742,0.070848208,0.096310679,1.148486744,1.336709098,0.558789425,0.759615385,0.727272727,0.735621521,89,306,1 
 522,22,0.099281296,0.062650195,0.070870611,1.071874561,1.155639515,0.631037237,0.713836478,5.498971719,0.884008111,100,470,1 
 561,1,0.125367057,0.073392213,0.082484947,1.109815845,1.156252959,0.585418651,0.657947542,0.155832595,0.889764934,100,316,1 
 150,2,0.243816885,0.20968094,0.221305383,0.993950412,1.040197124,0.859993516,0.907670455,0.163857043,0.947473295,29,179,1 
 579,2,0.030819353,0.028451138,0.030620001,0.94087559,1.026520364,0.923158191,0.993531597,2.462365591,0.929168427,38,520,1 
 602,2,0.049118562,0.044055046,0.048078222,1.052339202,1.11408964,0.896912371,0.978819821,0.196695658,0.916320197,65,526,1 
 807,26,0.181781274,0.095518691,0.10988271,2.362237841,2.635448114,0.525459462,0.604477612,0.966114543,0.869278617,100,627,1 
 502,2,0.062128761,0.059845914,0.060852346,0.981094763,1.007684121,0.963256194,0.979455327,5.744723083,0.98346108,39,372,1 
 972,13,0.016501146,0.016501146,0.016501146,1,1,1,1,0.905882353,1,100,1145,1 
 517,2,0.095635404,0.052048491,0.074761176,0.976887081,1.070594702,0.544238734,0.781731169,0.193997588,0.696196794,24,134,1 
 340,18,0.053387346,0.046513319,0.049492006,1.021007718,1.113815013,0.871242401,0.927036277,1.198489783,0.939814787,100,389,1 
 2041,41,0.076769066,0.050372346,0.052931462,2.495824242,2.601995246,0.656154216,0.689489467,1.663027256,0.951652269,100,1545,1 
 476,6,0.098545757,0.073128735,0.080376408,0.981461676,1.036174945,0.742078984,0.815625253,0.137475021,0.909828356,90,777,1 
 784,3,0.06554413,0.037196658,0.047644822,1.258294634,1.457486245,0.567505552,0.726912104,0.35825254,0.780707252,63,517,1 
 2593,2,0.135742893,0.084778901,0.085880386,3.584871268,3.699467828,0.62455499,0.632669489,1.861538462,0.987174189,52,137,1 
 515,2,0.031652571,0.028651564,0.029869631,1.034354064,1.095861183,0.90518916,0.94367157,1.648176568,0.959220547,54,50,1 
 661,19,0.158073457,0.082446364,0.098801459,1.61051063,1.797316835,0.521569942,0.625035102,0.304173125,0.83446504,100,661,1 
 1871,3,0.043179357,0.032691147,0.032925325,2.084060373,2.120114059,0.757101296,0.762524685,1,0.992887589,47,117,1 
 567,2,0.051094894,0.039445098,0.044490165,0.986707524,1.058372145,0.771996865,0.87073602,3.857142857,0.886602652,33,221,1 
 525,7,0.058135492,0.047267335,0.051689896,1.180811558,1.274719114,0.813054706,0.889128045,0.423916593,0.914440513,100,227,1 
 1391,3,0.157383292,0.088659476,0.103536338,2.30009168,2.508539246,0.563334742,0.657861054,0.260430815,0.85631265,42,127,1 
 227,7,0.10141534,0.080682391,0.092305653,1.101268723,1.234937072,0.795563974,0.910174469,1.92378049,0.874078543,87,551,1 
 3445,22,0.114016223,0.055088115,0.05930146,3.511867334,3.715876225,0.483160323,0.520114229,1,0.928950404,100,1047,1 
 749,7,0.17336367,0.098039484,0.106372025,1.611128706,1.717334417,0.565513434,0.613577371,0.186602871,0.921666053,26,254,1 
 558,2,0.043990005,0.042483515,0.043461256,1.054872184,1.091349277,0.965753821,0.987980247,4.453488354,0.977503168,81,896,1 
 532,2,0.071119554,0.051632497,0.056782408,0.989448615,1.053108755,0.72599579,0.79840782,0.190893098,0.909304458,24,240,1 
 3113,6,0.16211295,0.07510169,0.098775465,3.957716781,4.560112448,0.463267678,0.609300272,1.163265332,0.760327377,80,125,1 
 935,5,0.036280166,0.030782543,0.034815225,1.303315736,1.423938748,0.848467522,0.95962144,0.453585519,0.884168993,49,138,1 
 789,9,0.050119135,0.042216878,0.04739359,1.380587538,1.559053379,0.842330529,0.945618664,2.287234043,0.890771895,93,222,1 
 1965,2,0.122006545,0.090432086,0.093368579,3.082005351,3.274060771,0.741206841,0.76527516,0.413133992,0.968549457,77,187,1 
 578,9,0.081634944,0.05695499,0.064872757,1.121181203,1.18869117,0.697679051,0.794668978,4.562500089,0.877949273,36,302,1 
 486,3,0.12099916,0.064268025,0.089715666,1.018003819,1.092061383,0.531144392,0.741456934,7.285579651,0.716352316,63,810,1 
 566,5,0.093502383,0.063446982,0.073477246,1.140229444,1.230627438,0.678560051,0.785832872,5.093023256,0.863491558,42,275,1 
 478,2,0.059329036,0.048076889,0.053648793,0.996492073,1.071913568,0.810343327,0.904258626,0.248870937,0.896141108,43,297,1 
 554,11,0.075725831,0.054565443,0.060160992,1.092794446,1.160290043,0.720565777,0.794457994,0.227576284,0.906990404,49,830,1 
 435,2,0.123261876,0.094308673,0.104756521,1.222020847,1.304164933,0.765108207,0.8498696,5.096774194,0.900265414,25,161,1 
 3113,6,0.16211295,0.07510169,0.098775465,3.957716781,4.560112448,0.463267678,0.609300272,1.163265332,0.760327377,80,125,1 
 514,3,0.060160673,0.04290037,0.049070364,1.036166674,1.129602538,0.713096582,0.815655178,3.993067714,0.874262312,36,399,1 
 380,2,0.077989296,0.056763948,0.063656523,1.008262608,1.097656417,0.727842809,0.816221285,3.391304348,0.891722408,20,129,1 
 1706,1,0.0303596,0.026631007,0.026631007,1.697726705,1.697726705,0.877185698,0.877185698,1,1,42,593,1 
 507,2,0.053312666,0.044927303,0.05159331,1.012737001,1.066223271,0.842713488,0.967749563,0.26997244,0.870797074,48,554,1 
 1002,2,0.136415378,0.094947861,0.104633381,2.007509284,2.152294667,0.69602022,0.767020425,0.256478796,0.90743375,31,311,1 
 470,2,0.116202178,0.057173448,0.081573166,0.977572925,1.076557297,0.492017012,0.701993439,5.054853691,0.700885485,24,222,1 
 2762,7,0.089189971,0.043686283,0.043686283,2.785000561,2.785000561,0.489811611,0.489811611,1,1,40,179,1 
 434,2,0.143824789,0.080468822,0.108935476,0.960983292,1.02770083,0.559492021,0.757417948,0.130434783,0.738683341,18,23,1 
 452,2,0.083090743,0.060704666,0.070087899,0.973762362,1.050894941,0.730582779,0.843510324,0.18446601,0.866121917,24,358,1 
 785,4,0.06101515,0.051413987,0.056339409,1.306675735,1.371493529,0.842642966,0.923367531,3.859375,0.912575911,52,299,1 
 1449,2,0.183894793,0.093638961,0.109671751,2.58656546,2.801561584,0.509198543,0.596383125,4.471187156,0.853811118,38,80,1 
 719,5,0.022211836,0.020964018,0.021803249,0.983660887,1.048466275,0.943821922,0.981604993,1.440251572,0.961508885,37,316,1 
 586,2,0.051240365,0.038271107,0.041892042,0.992090342,1.071559371,0.746893727,0.817559404,0.262878476,0.913565086,18,299,1 
 520,32,0.162218633,0.061271171,0.084797494,1.143907378,1.300565324,0.377707359,0.522735842,0.229779039,0.722558755,61,112,1 
 370,2,0.078813642,0.061605996,0.069951954,0.953836693,1.044491568,0.781666651,0.88756149,0.22128691,0.880690138,29,82,1 
 576,2,0.04330322,0.03902631,0.0425127,1.044736425,1.123095453,0.901233432,0.981744546,3.939075906,0.917991788,70,622,1 
 541,2,0.063556683,0.056973314,0.061407507,0.99814418,1.032933219,0.896417367,0.966184892,5.87804878,0.927790709,29,123,1 
 588,2,0.047741337,0.042378657,0.046405588,1.018771678,1.069737577,0.887672176,0.972021116,0.247933884,0.91322314,36,201,1 
 751,2,0.021066049,0.019513428,0.020242804,0.974476066,1.029785473,0.926297497,0.960920764,1.072538872,0.963968656,42,157,1 
 52,31,0.515250177,0.265064516,0.369842152,0.985902841,1.172897325,0.514438475,0.717791411,1.390909008,0.716696337,26,76,1 
 1712,1,0.036809993,0.028392237,0.028392237,1.810005085,1.810005085,0.771318724,0.771318724,1,1,59,766,1 
 548,2,0.097147409,0.060056238,0.07812061,1.006777618,1.063705149,0.618197013,0.804145078,8.490565723,0.768763038,26,528,1 
 1708,1,0.036758484,0.028343462,0.028343462,1.806895699,1.806895699,0.771072664,0.771072664,1,1,60,754,1 
 1675,1,0.03653822,0.027995216,0.027995216,1.784695051,1.784695051,0.766189927,0.766189927,1,1,56,536,1 
 677,2,0.106749993,0.082038324,0.087515996,1.445569976,1.538257944,0.768508941,0.819822031,0.208791223,0.937409477,27,322,1 
 570,2,0.064887572,0.060317178,0.062928676,1.016909921,1.054273899,0.929564411,0.969810915,0.156626506,0.958500669,39,386,1 
 499,2,0.116384347,0.084005576,0.090139246,1.128100595,1.178068094,0.721794453,0.774496298,6.483870781,0.931953394,30,223,1 
 878,4,0.034953014,0.016314494,0.029734819,0.968095901,1.122741239,0.46675499,0.850708307,0.870588235,0.548666313,59,671,1 
 827,15,0.084967471,0.069657859,0.072745816,1.445590633,1.490530134,0.819817965,0.856160781,5.899223138,0.957551412,40,291,1 
 718,34,0.110204675,0.07765422,0.090497582,1.321423845,1.424507544,0.704636347,0.821177342,0.135575671,0.858080601,53,334,1 
 568,10,0.064044813,0.037582109,0.046611766,1.09487139,1.234823656,0.586809562,0.727799228,2.295431785,0.806279452,89,452,1 
 734,29,0.401135317,0.085798195,0.109411762,1.362721473,1.453790075,0.21388841,0.272755246,0.122778946,0.784177071,40,165,1 
 605,2,0.048230737,0.032557279,0.038383978,1.051936754,1.195419655,0.675031757,0.795840583,2.747171565,0.848199716,35,77,1 
 718,34,0.110204675,0.07765422,0.090497582,1.321423845,1.424507544,0.704636347,0.821177342,0.135575671,0.858080601,53,334,1 
 878,4,0.034953014,0.016314494,0.029734819,0.968095901,1.122741239,0.46675499,0.850708307,0.870588235,0.548666313,59,671,1 
 740,4,0.034007197,0.01722135,0.033352326,0.920617854,1.075852983,0.506403117,0.980743186,1.057692316,0.516346301,64,358,1 
 3120,1,0.067431713,0.049319259,0.049319259,3.144102787,3.144102787,0.731395617,0.731395617,1,1,82,389,1 
 1071,2,0.091382258,0.066713894,0.078444312,2.090466954,2.363068045,0.730053021,0.858419496,0.398486752,0.850461837,48,253,1 
 538,2,0.061405633,0.039207009,0.048822682,0.963390834,1.09606026,0.638492062,0.795084746,0.261603377,0.803049066,39,184,1 
 504,2,0.069817201,0.060905416,0.066075938,1.014961453,1.069585098,0.872355457,0.946413451,0.169358638,0.921748793,36,417,1 
 1007,10,0.038104401,0.027757193,0.033364481,1.305240788,1.388057943,0.728451112,0.875607017,0.584313725,0.831938413,38,188,1 
 728,19,0.089077123,0.056391008,0.066201875,1.328556575,1.460479947,0.633058255,0.743197279,3.966101691,0.851803785,47,185,1 
 1471,3,0.032013722,0.024131774,0.024131774,1.538400597,1.538400597,0.753794694,0.753794694,1,1,57,593,1 
 489,2,0.06666026,0.047511447,0.052729467,1.033962487,1.113819867,0.712740201,0.791018016,0.223459583,0.901041678,32,354,1 
 505,2,0.054116582,0.047486201,0.052838182,0.995410883,1.07791875,0.877479672,0.976376931,0.19528313,0.89870996,38,466,1 
 568,2,0.054456441,0.051412452,0.052096802,1.108302349,1.137883139,0.944102315,0.956669237,4.8648244,0.98686388,64,564,1 
 1869,21,0.035840533,0.030341678,0.030341678,1.934281959,1.934281959,0.846574394,0.846574394,1,1,70,222,1 
 534,2,0.05504947,0.05259951,0.053905556,0.987342592,1.013857126,0.955495317,0.979220265,5.154496219,0.975771592,35,31,1 
 853,5,0.031544303,0.016271235,0.02912,0.96750743,1.128910999,0.515821669,0.923146089,0.900398406,0.55876494,36,22,1 
 598,2,0.05257927,0.03179068,0.042712587,0.950048171,1.067219483,0.604623843,0.812346521,0.312376663,0.744293016,46,32,1 
 785,2,0.028360159,0.025160249,0.025347517,1.055240594,1.059382295,0.887168842,0.893772025,2.040000005,0.992612005,26,154,1 
 785,2,0.028360159,0.025160249,0.025347517,1.055240594,1.059382295,0.887168842,0.893772025,2.040000005,0.992612005,26,154,1 
 575,2,0.033637586,0.031926013,0.033174974,0.961366085,1.025487976,0.949117241,0.986247164,0.354311642,0.962352315,51,397,1 
 551,2,0.032026528,0.027512671,0.031123628,0.91854339,1.035530057,0.859058805,0.971807759,0.410530061,0.883980188,72,358,1 
